# Time,    X (rabbits), Y (wolves)
0.000000	1000.000000	40.000000
0.010000	1000.200020	39.900125
0.020000	1000.400580	39.800503
0.030000	1000.601678	39.701134
0.040000	1000.803314	39.602017
0.050000	1001.005486	39.503152
0.060000	1001.208195	39.404537
0.070000	1001.411438	39.306172
0.080000	1001.615215	39.208057
0.090000	1001.819525	39.110191
0.100000	1002.024367	39.012573
0.110000	1002.229740	38.915203
0.120000	1002.435643	38.818080
0.130000	1002.642075	38.721203
0.140000	1002.849036	38.624572
0.150000	1003.056524	38.528186
0.160000	1003.264539	38.432045
0.170000	1003.473078	38.336147
0.180000	1003.682143	38.240493
0.190000	1003.891731	38.145081
0.200000	1004.101842	38.049912
0.210000	1004.312475	37.954983
0.220000	1004.523629	37.860296
0.230000	1004.735303	37.765849
0.240000	1004.947496	37.671642
0.250000	1005.160207	37.577673
0.260000	1005.373436	37.483943
0.270000	1005.587182	37.390451
0.280000	1005.801442	37.297195
0.290000	1006.016218	37.204177
0.300000	1006.231508	37.111394
0.310000	1006.447310	37.018847
0.320000	1006.663625	36.926534
0.330000	1006.880450	36.834456
0.340000	1007.097787	36.742611
0.350000	1007.315632	36.651000
0.360000	1007.533987	36.559620
0.370000	1007.752849	36.468473
0.380000	1007.972218	36.377556
0.390000	1008.192093	36.286871
0.400000	1008.412473	36.196415
0.410000	1008.633357	36.106189
0.420000	1008.854746	36.016192
0.430000	1009.076636	35.926423
0.440000	1009.299029	35.836882
0.450000	1009.521922	35.747567
0.460000	1009.745316	35.658480
0.470000	1009.969209	35.569618
0.480000	1010.193601	35.480982
0.490000	1010.418490	35.392571
0.500000	1010.643876	35.304384
0.510000	1010.869758	35.216421
0.520000	1011.096135	35.128680
0.530000	1011.323007	35.041163
0.540000	1011.550372	34.953867
0.550000	1011.778230	34.866793
0.560000	1012.006579	34.779940
0.570000	1012.235420	34.693307
0.580000	1012.464751	34.606894
0.590000	1012.694572	34.520700
0.600000	1012.924881	34.434724
0.610000	1013.155679	34.348967
0.620000	1013.386963	34.263427
0.630000	1013.618734	34.178104
0.640000	1013.850990	34.092998
0.650000	1014.083731	34.008107
0.660000	1014.316956	33.923432
0.670000	1014.550664	33.838972
0.680000	1014.784855	33.754726
0.690000	1015.019527	33.670693
